tsne 1,tsne 2,tsne 3,author
22.57628,17.737833,-13.240386,MWS
18.04113,-1.150598,15.336102,EAP
-2.7202053,-15.724455,-23.73767,MWS
27.19813,10.616833,7.5552197,HPL
27.359043,-17.273264,7.5961514,EAP
12.2584715,-16.756495,-7.76851,EAP
31.942577,1.2820244,6.389017,HPL
13.28467,-20.914986,-6.5167184,EAP
17.940113,1.8956593,-15.04934,EAP
2.2670615,28.837364,8.415374,MWS
1.9544376,-28.400417,13.994214,MWS
-11.654502,24.463547,22.074991,EAP
18.759045,-26.867548,8.478983,HPL
-31.079617,18.095783,5.180421,MWS
-26.00508,-9.27594,-6.6106186,MWS
15.764409,-14.283689,25.997347,EAP
-25.405464,-14.468678,-7.306275,MWS
-2.2556539,-4.943208,24.352993,HPL
-3.1526122,25.968472,-21.955812,HPL
21.036673,-23.295824,-0.3674568,EAP
-24.288147,17.700792,-11.182131,EAP
26.69867,-2.1154575,-11.631314,HPL
-12.744668,4.256298,-9.264513,MWS
7.7075615,5.0503173,-5.9782343,MWS
-5.93902,28.828669,-9.152238,EAP
-32.82133,-15.848498,4.630687,MWS
1.6937225,8.5422125,-26.34405,MWS
-0.67730695,-10.064238,27.557846,EAP
24.867449,10.775259,0.6150481,EAP
27.422306,-3.955741,6.7871323,EAP
-16.826742,-24.338203,-11.319088,MWS
-6.0705895,4.6899333,-11.357095,MWS
-16.392004,-10.165984,5.8353214,MWS
-17.207819,16.803394,6.017592,EAP
-7.4427667,-2.949546,22.84686,EAP
-12.489922,10.972341,-3.772244,HPL
17.314789,20.11064,4.1949244,MWS
11.733384,-14.080492,21.364744,EAP
-7.8066545,22.295372,-24.28028,HPL
-1.4660676,-6.730292,-11.023166,MWS
10.201228,-7.915343,3.5781682,HPL
-7.607738,-15.23385,18.295107,HPL
-9.486216,7.096847,-27.688608,HPL
-3.294595,8.371329,15.697584,HPL
-1.9767735,-18.39482,-8.390291,MWS
17.645842,-1.8786154,21.115383,MWS
-17.136051,18.646212,13.548868,EAP
-11.370601,1.1656604,25.919783,HPL
-30.315178,11.950223,-5.839823,EAP
-5.2324314,-29.190723,9.2530155,HPL
-24.59903,2.9235952,-7.0665784,EAP
16.437384,-8.776453,15.033657,MWS
21.866882,13.211781,-8.800821,HPL
-14.675863,27.286293,-14.1624155,EAP
-8.423366,9.847224,-8.344951,MWS
15.523286,-20.890741,-3.234011,HPL
2.4768517,15.256419,16.499605,MWS
19.063372,11.5033045,1.6490022,EAP
16.160295,0.53749484,10.730709,HPL
-28.593517,2.5558536,-1.8110107,MWS
4.1954393,16.40845,-7.0375175,HPL
3.353221,8.302999,3.3350766,MWS
12.027587,-18.684956,27.386887,EAP
17.420553,-21.226456,-2.2317455,HPL
14.236182,-0.48494148,-17.790693,EAP
8.583343,-7.3665733,-13.355269,MWS
-7.5963774,-5.079164,16.703117,HPL
-16.742289,18.712906,11.254535,HPL
-10.664539,5.8477874,-13.68848,MWS
0.105203755,-4.188884,23.831738,EAP
-9.097302,-0.56667584,-25.23193,MWS
12.547221,22.011745,-15.592529,HPL
19.71608,-20.969484,2.42144,HPL
1.3565058,-1.0088218,24.33305,EAP
-1.9076927,-22.924196,6.4516654,MWS
-6.1354623,-8.788783,26.213634,HPL
15.771729,2.645032,-14.289232,HPL
-11.610957,14.730786,15.167648,HPL
12.990088,-10.609285,-6.7203712,EAP
-29.774185,0.14740418,-4.343436,MWS
-0.9839531,10.678936,5.7459316,MWS
-28.801208,4.565387,5.626992,EAP
-1.1247458,10.575767,-7.762616,HPL
2.2332962,-4.2594213,-5.10426,MWS
25.340036,-7.040758,-8.4441805,MWS
5.0371084,-3.4406452,0.47347987,HPL
3.8354263,-5.7651844,12.325901,EAP
12.551199,4.054436,5.8412175,EAP
-13.56852,2.9482157,-1.8983387,MWS
-22.04167,-10.19448,-12.540615,EAP
-1.0943922,18.502853,-14.989846,EAP
-9.553598,28.669827,21.10166,MWS
-28.723684,7.9970016,-11.802046,MWS
3.1124253,15.133594,-7.912046,HPL
-11.208207,13.379923,4.3462863,MWS
-2.7083395,11.240744,16.927418,HPL
-2.8747094,31.69851,11.369923,HPL
2.4382477,-6.8558903,16.646296,EAP
-16.639666,-17.525011,-8.46826,MWS
27.07195,-14.051704,-19.550552,HPL
-3.394641,17.973276,10.6258,MWS
-10.253536,-27.437672,-1.3116711,HPL
14.989867,10.012982,25.890554,EAP
-11.44875,1.1908537,8.541538,EAP
2.4472692,4.2306266,-14.912066,HPL
11.396522,21.082302,7.3041134,EAP
-9.568385,14.558114,11.262818,MWS
19.137197,-2.8332586,-17.286661,HPL
-23.503202,-8.019866,-8.643663,MWS
-28.806242,14.9281225,3.8394957,MWS
0.05726659,15.755774,-3.9592137,EAP
-22.777937,14.565399,-11.093296,MWS
0.93305326,-6.6152062,-13.618593,HPL
-20.468004,-27.56434,-6.88623,MWS
12.068193,20.112524,9.555912,MWS
-2.1139402,26.224411,-23.32951,HPL
14.713067,-14.943989,-27.613464,HPL
19.673555,-19.620104,9.463639,HPL
11.280085,8.932365,9.049986,MWS
28.898336,-2.63896,12.876138,HPL
-3.8217068,5.267044,34.94308,EAP
16.093449,-4.97382,21.290934,EAP
-21.327158,9.745722,-7.827691,MWS
3.8709235,-29.441708,0.2860791,MWS
-16.893,-21.875565,-17.865135,MWS
-24.121208,-2.6571946,28.934937,EAP
-5.6170983,-17.971199,-4.6493597,MWS
15.303389,7.809468,0.39524624,EAP
26.806633,-4.348242,12.063052,EAP
-10.525453,-5.259961,12.538741,MWS
18.210897,1.8877556,21.36752,EAP
17.829739,13.895146,-5.3643513,HPL
20.228832,-15.420857,-6.2124996,HPL
-11.227294,22.015501,-22.20629,EAP
-15.243713,13.569584,9.73072,EAP
-14.632819,-7.2175384,18.971977,EAP
28.046856,7.0408688,-0.3394163,HPL
-13.488043,-11.367124,-18.432365,EAP
27.04271,-13.935313,-12.368757,MWS
-0.27068138,-1.576293,16.07856,HPL
-25.264757,-8.29997,13.9673605,EAP
-4.643515,-16.458197,12.522191,HPL
3.2288165,33.303375,-9.018979,HPL
-5.2564545,21.819761,15.478257,EAP
-7.400857,-14.099762,-17.205036,HPL
-7.233586,22.192041,-22.723278,HPL
35.168186,-9.915792,-3.864185,HPL
1.5511466,-10.350322,-1.7826778,MWS
-23.05656,-20.506123,-2.982178,EAP
-13.410358,13.914906,-12.479323,EAP
9.668417,15.519599,25.29881,EAP
0.59133273,2.7516527,-1.2614732,HPL
-19.823502,-15.706321,-8.13326,EAP
4.515361,-7.3332777,-5.8500185,HPL
-7.521516,-11.94452,-8.29576,MWS
-12.404923,-16.699245,1.2555716,MWS
-3.1115043,3.1831672,4.8842435,HPL
16.935617,7.673419,4.8198385,EAP
0.7311659,-12.258404,6.0506983,MWS
25.94771,8.2828865,-8.421729,HPL
-8.652111,14.909311,25.13415,HPL
-7.5577083,13.963785,6.3576927,EAP
15.18646,6.629621,2.838913,EAP
-21.384312,0.91686475,7.6953654,EAP
0.6045469,-2.5758245,-22.799421,HPL
-13.233998,-16.46784,-9.53883,MWS
-23.151749,6.8255343,-18.840202,MWS
-32.13492,-9.329706,1.5901195,MWS
-17.980333,13.67175,8.151856,HPL
-16.777885,4.581336,-24.899065,EAP
15.095096,-6.5928445,8.607954,EAP
-12.806891,29.457022,3.1264334,EAP
-27.216244,2.8367758,23.711372,EAP
21.855764,-14.685037,12.313673,EAP
-7.0678186,-27.794624,-3.7082336,HPL
19.247492,14.0549555,4.2183537,EAP
10.491923,25.538729,-17.24363,EAP
20.582733,15.204471,-9.115418,HPL
-13.145821,-3.1692865,-32.003624,HPL
-17.063148,0.15237308,19.623323,EAP
2.2622592,-8.87817,3.0286162,EAP
12.592831,-13.231032,-11.543042,EAP
30.405584,7.6781306,7.8953876,EAP
-13.348485,-18.446198,-8.735023,MWS
3.5901048,-1.9213316,-14.504799,HPL
17.002893,-5.955669,26.92433,EAP
6.571472,6.5918956,-3.77052,HPL
-4.006161,28.904741,13.396398,MWS
14.113072,-11.269156,-4.7180176,MWS
-2.846497,13.859662,-31.976686,EAP
-6.8360744,11.831497,-16.097658,EAP
20.673626,5.2355638,-26.509483,EAP
-3.2452254,15.8703,4.623955,MWS
-28.65259,-9.407393,-9.153247,MWS
30.196379,-5.067004,-7.6224923,MWS
-17.74345,19.98328,-3.7987125,MWS
7.1274667,-15.400404,-6.739616,HPL
-0.64167964,29.11195,-3.4766252,EAP
-21.981981,-4.5753536,4.78183,MWS
-5.3927007,-1.4574888,16.27774,MWS
25.041538,-15.01545,-10.0913515,EAP
20.436476,-11.607951,-6.093142,HPL
-8.470624,10.913884,-29.776186,EAP
18.306211,-11.416255,-4.2670693,MWS
10.47626,9.378078,20.281496,HPL
3.1035013,32.942646,-8.861085,HPL
26.027416,-21.100933,6.5050817,HPL
-11.526461,-19.315649,-11.056574,MWS
18.525354,-21.104782,7.3359666,EAP
-12.666767,-7.9741836,-4.8060007,MWS
-4.917004,10.285839,-13.270585,MWS
-27.253471,19.75365,6.872439,EAP
-7.714485,1.4752696,-14.94775,EAP
10.277744,12.869378,12.118979,EAP
-33.988014,-0.69045925,-6.5805535,MWS
-20.171793,27.823057,12.565682,EAP
-1.6327446,20.100676,20.425152,EAP
-8.924424,24.247805,4.0843844,EAP
-25.692255,10.993131,20.15239,EAP
24.997532,4.3214,-25.265463,HPL
-0.18981372,-3.2579925,26.065138,EAP
-11.6405115,-13.190779,-16.661537,EAP
-6.3418493,24.658089,-18.348314,HPL
-2.7275035,-7.565627,8.133128,HPL
-6.538577,25.930109,0.8325943,HPL
-13.304208,-8.274899,-17.675062,MWS
-15.132556,5.942599,-4.225358,EAP
-0.32849327,-28.406271,-10.810764,HPL
-10.785714,-27.620905,3.4964616,HPL
-2.3813162,3.7378554,10.243356,HPL
-2.8459866,10.614745,-29.884329,EAP
3.2706797,-13.959234,10.837431,EAP
10.314057,2.2294362,19.626104,EAP
6.6540885,-0.25314644,-4.7144494,HPL
24.368486,3.7932096,5.0857325,MWS
1.6354578,24.88781,-10.455375,HPL
0.2373406,1.033027,3.5337505,MWS
-4.243717,-23.60828,-18.919195,MWS
7.214873,-13.537639,0.86511564,EAP
9.257811,-4.3858232,26.054817,EAP
21.085497,-19.022102,4.5755825,EAP
-0.452975,12.925398,-20.40776,HPL
17.23384,-5.354294,-12.263671,HPL
-7.402904,-16.738466,-13.574532,MWS
-3.571592,-26.24515,-22.64393,EAP
4.583803,9.024573,-16.834347,HPL
-19.733793,23.10128,9.844579,EAP
15.085698,-6.491085,18.878992,HPL
-0.26689643,-15.733385,9.197721,HPL
15.517822,7.4164295,-2.6856625,MWS
-23.274559,12.443701,19.784815,EAP
0.1813064,21.847843,13.67154,EAP
-20.954203,1.2065597,18.809973,EAP
6.864331,-22.399366,-8.3454895,EAP
26.020342,-14.143943,-9.461041,HPL
21.311584,4.215083,-10.469526,HPL
8.428938,-1.53464,0.5728871,EAP
15.148888,6.033878,0.9271425,EAP
-24.883783,-9.162264,-16.733934,MWS
28.086788,-17.582495,-12.97177,EAP
17.1101,14.244332,10.440621,MWS
-3.2452588,6.1390734,24.250568,HPL
3.7360024,-1.6306659,-6.6625295,EAP
7.805829,-11.678344,-10.211396,HPL
-7.6998315,-14.5218315,-21.772669,MWS
23.295998,0.8377263,3.6614563,HPL
27.37299,-11.482085,-10.37115,EAP
16.930012,0.8544629,14.490645,EAP
-9.462199,25.670185,13.686585,EAP
-12.994862,10.334261,-5.950101,HPL
-11.056859,-13.575489,-16.937101,MWS
-26.190119,-18.420067,8.599424,EAP
-14.356715,12.607791,-7.8142457,HPL
3.6107795,-1.7836285,-14.498183,HPL
-26.072035,-14.447999,1.5116266,EAP
26.780178,-0.56259245,-15.633896,HPL
-25.491148,22.898829,-4.374511,EAP
29.638077,-1.8273984,-18.746838,HPL
-3.1165144,13.186937,15.206456,MWS
-9.58688,10.48488,12.35495,HPL
-26.417355,-3.106062,2.3886778,MWS
2.556715,-13.701796,-30.188292,MWS
-20.173933,7.2220073,4.0673785,MWS
26.37521,12.159486,-12.831882,HPL
-10.958296,15.3000555,-12.672487,EAP
-20.298454,26.290651,-6.7792883,EAP
10.00181,19.064505,-1.9552794,MWS
25.08973,3.6994557,9.881608,HPL
4.7387333,11.679717,13.847362,EAP
15.251689,-7.9051337,26.703316,EAP
13.008537,-20.548128,2.0920267,HPL
-12.081005,4.8525276,22.027029,MWS
10.261011,11.558721,-5.779794,EAP
-3.469408,15.738904,18.936888,MWS
-8.6678295,-8.753615,-3.810422,HPL
6.040756,-6.099617,-15.312774,MWS
-1.2296093,-0.4306405,-21.372417,MWS
-12.67196,-31.817907,-5.5193896,EAP
-4.7289195,-11.894379,17.027649,HPL
7.247075,19.36252,-13.283864,HPL
10.91423,-2.6207097,-10.97238,MWS
-5.897392,0.6373382,-33.875645,EAP
22.01253,-0.9632465,-17.635141,HPL
7.708311,12.777598,-27.684502,MWS
-9.682882,-14.094485,-5.011007,MWS
16.306799,18.270376,21.151642,EAP
-7.7949786,-13.742257,14.146242,MWS
-3.0335612,12.137539,2.6672544,EAP
2.9418645,-11.408748,8.94704,EAP
10.954071,2.804793,27.010508,EAP
9.911935,-14.553546,-28.150496,EAP
25.321367,-17.92924,7.755108,HPL
-25.547052,-5.1347265,17.85926,EAP
-10.2088785,-10.448767,12.092002,HPL
2.5225096,-27.039574,-1.3827463,MWS
-11.322686,-18.637947,-22.353718,MWS
2.3060553,-12.930062,10.279839,EAP
-8.439307,-20.590313,7.0631976,HPL
1.1524578,9.546294,17.992252,MWS
-12.641171,17.684734,-18.53006,MWS
15.631172,13.7754755,-2.4757001,MWS
-14.726214,-16.92829,8.943375,EAP
6.5066776,12.801284,29.964216,MWS
-6.0133567,-10.668443,-26.222233,MWS
2.9640565,-5.675873,-4.627026,HPL
-0.8460726,-12.402774,-14.034201,EAP
13.963241,-20.243841,-12.591831,EAP
-7.5068417,34.389446,-5.1425095,EAP
15.598214,-18.674181,-18.657166,EAP
8.739635,15.108651,-24.728409,HPL
3.9926963,16.480616,-26.30346,HPL
-23.659607,-3.56499,-9.608013,MWS
1.8785136,-14.564326,-3.23421,HPL
-19.734287,-12.662964,11.04478,EAP
-4.0670466,-2.159967,-4.860518,MWS
-13.394536,18.587614,19.981443,EAP
-14.446015,5.6822653,8.3231735,MWS
28.481678,10.887079,-6.639671,HPL
11.22235,-17.49913,-17.537794,MWS
7.553246,16.070095,-9.797656,HPL
-21.46313,15.022332,10.518154,MWS
-9.33799,-17.085505,-8.170797,EAP
-19.60488,4.1877875,3.249386,MWS
-10.315679,6.0456696,-9.362581,HPL
16.717953,17.501059,-0.3009998,MWS
-23.74184,28.891092,-2.7351577,EAP
-28.554394,8.767243,-14.139549,MWS
-13.08208,12.209418,10.476198,HPL
-0.09577415,-17.801046,6.8013215,MWS
-11.362616,11.507789,-10.841057,HPL
-0.15710363,24.123209,-20.584496,HPL
-21.475924,-17.917725,15.794991,MWS
-6.6051164,8.612068,-14.465076,EAP
22.658606,-12.777002,-8.611537,HPL
-3.3557034,-4.9092507,-20.160387,MWS
-11.680256,-13.971438,-0.502712,MWS
26.58119,13.416367,-7.8450375,HPL
-31.011517,-14.483378,10.30154,HPL
9.162877,-6.9910626,-6.7995825,EAP
-27.720602,3.3026795,-21.589592,EAP
-1.370549,-27.425634,-4.0353217,MWS
-24.862114,-10.609137,4.380852,MWS
-17.362753,2.1371887,2.743658,MWS
-13.8426695,-10.244557,-25.59301,MWS
-31.777763,1.8958429,-13.485534,EAP
25.591639,-15.649074,8.398643,EAP
-5.268717,1.6389047,3.737348,EAP
-14.395665,20.721571,-9.423789,HPL
0.6921099,21.903101,2.895919,HPL
-28.78142,-9.263292,23.824888,EAP
12.0989065,10.598369,0.44593012,MWS
-0.4543095,9.327042,13.049418,HPL
27.310999,0.56608886,10.40027,HPL
12.276511,4.5641465,17.295597,EAP
-3.1316912,-2.194548,13.284194,HPL
-25.012934,14.159708,-17.980799,MWS
-20.16384,4.7968574,-22.431557,MWS
15.989111,-19.495937,-15.45194,HPL
-15.719315,12.010832,25.735687,EAP
20.915329,-6.1778674,-6.0653577,EAP
3.562285,-7.1918607,2.38692,MWS
-10.0967,-6.1403537,24.044172,MWS
23.395954,-6.8074226,7.3690434,EAP
30.178274,-12.961091,7.426035,EAP
5.1500707,-4.8643026,17.748344,HPL
-18.353638,4.1117764,7.7046094,MWS
7.904667,5.0922666,18.737314,EAP
20.023193,1.0172945,5.2566967,EAP
19.443647,-3.3467846,5.3151493,HPL
24.283201,-19.225769,-2.916942,HPL
-19.374874,-18.521477,-20.484074,MWS
20.97777,-6.4570484,3.8096647,HPL
-21.797216,-0.077181526,-1.2166723,HPL
-17.634129,1.9346707,33.59234,MWS
-25.181059,4.150661,16.307127,EAP
-6.2775517,17.03761,-14.040934,EAP
9.533313,2.3020148,-32.721878,MWS
-17.714582,6.460417,-2.0234709,EAP
-17.348093,-6.510254,20.582726,HPL
-22.009539,3.2680347,8.173387,EAP
-20.687347,25.050573,-5.789203,MWS
-7.7645564,3.2498524,13.974795,EAP
13.697194,10.756175,-23.78416,MWS
-9.62608,17.657825,1.8776343,HPL
-6.3243623,-27.541363,6.0203137,MWS
-18.685469,20.93907,-11.1750555,HPL
-0.41063204,-6.147632,5.6935854,HPL
2.09587,29.75887,6.047031,EAP
3.8488295,-25.039396,-6.709241,MWS
9.878895,5.4778194,-6.670089,EAP
19.519041,-13.371022,-12.159044,MWS
12.3574095,-18.188753,10.194319,HPL
-11.700637,-12.220245,-4.9663343,MWS
-3.3692954,7.8830714,-32.379448,EAP
15.291078,14.320761,6.9513297,MWS
28.51359,-5.1134877,18.652405,EAP
-3.7190475,1.5920731,33.74074,EAP
-5.150368,9.345358,19.756804,HPL
11.736882,-5.4636583,-16.451889,EAP
7.601901,-4.8298607,2.7609334,EAP
-20.047735,-21.969013,-9.334357,MWS
32.23734,2.4292219,1.0461402,EAP
21.835428,-18.948952,-6.644439,EAP
-10.670114,-1.369601,8.533984,HPL
2.9957125,-24.06594,-11.411984,MWS
-25.668524,10.042863,-13.599287,EAP
-1.5434073,-20.44449,-8.960232,MWS
-23.66214,10.542463,8.349426,EAP
6.205576,-15.909619,-18.84151,HPL
-16.845997,-3.5108562,-12.1614685,MWS
6.459709,-0.06296501,-11.423218,MWS
-11.227668,2.4850647,5.745626,HPL
2.4593601,8.7453,-5.583704,MWS
-19.180367,-19.595322,8.900522,MWS
12.223031,-7.830577,-12.206463,MWS
15.938988,2.4903252,-5.887536,HPL
22.844265,-25.99565,10.869202,EAP
-20.901945,-8.6651745,-1.8521019,MWS
26.870094,-3.848687,17.871521,EAP
-6.5106406,5.2301755,7.6635857,MWS
4.531704,-6.805813,18.404448,HPL
19.088863,-13.054346,10.958189,EAP
-8.540632,-27.172674,0.1239497,HPL
19.13354,-1.4218457,1.9473629,EAP
5.63015,-1.554812,29.900425,EAP
1.4346216,-26.73112,4.66206,EAP
-26.703886,-3.1203818,19.179077,EAP
-19.054285,-11.591693,-16.570414,MWS
-9.871278,7.1747055,18.353552,EAP
-25.328981,-2.0594702,13.436381,MWS
12.466798,2.058037,17.51642,MWS
-7.3433642,-3.0226846,-10.153037,MWS
4.2460136,7.5382767,-12.122065,HPL
1.5804132,-8.337713,2.0987206,EAP
26.083656,-0.6303104,10.086301,EAP
31.900873,11.146771,2.6581693,EAP
-24.108545,-15.980929,8.373062,HPL
-2.486523,-21.191027,-28.154715,EAP
0.04248429,26.70407,4.9946103,HPL
0.44344014,12.232331,10.101003,MWS
-15.458341,11.360492,-4.940564,MWS
-2.1441882,2.7123508,30.975824,EAP
-28.032845,18.728031,-3.5382643,EAP
23.111734,-10.493621,10.984975,EAP
22.555962,-5.0034995,1.8907208,EAP
-24.733744,-1.5925132,20.801113,HPL
4.3177776,15.388902,-5.8585243,EAP
-9.515841,-2.608934,-13.796526,MWS
33.671124,-1.3797858,-6.28884,HPL
-15.589901,3.5479918,-29.664291,EAP
-1.235211,-25.041285,-10.105601,MWS
-17.387342,-7.112027,-0.18470368,MWS
33.22438,2.0968366,8.790279,EAP
24.187592,-20.030626,9.412839,HPL
-18.703218,14.2227745,3.2214634,EAP
-19.763407,25.137787,-13.794154,EAP
-1.6744319,-6.7411265,-7.025406,EAP
12.247883,-7.930803,6.6616054,EAP
-30.310623,-3.0618162,-5.3526225,EAP
-12.981308,-4.039917,-14.542368,MWS
25.081291,-15.063103,-17.441095,EAP
13.096092,6.2370825,-27.804043,EAP
3.5158901,-3.4714067,5.825035,EAP
1.6265727,15.472891,-1.978418,EAP
3.3986201,-13.014219,1.5451585,EAP
11.213233,9.54685,10.977164,EAP
-3.747721,11.922564,-3.3712978,HPL
-11.548607,-15.378514,6.1749873,HPL
20.474619,14.76526,-2.609241,HPL
-20.487795,-6.16196,5.1476517,HPL
-21.126919,-25.771921,-2.9217327,MWS
-1.4047501,9.518736,-34.05393,HPL
-22.485186,-22.945648,8.583994,MWS
-7.2496867,8.7536745,-15.53324,MWS
28.065365,-0.9841145,3.7097228,HPL
-2.349261,-4.2429185,29.476574,EAP
-2.1987634,9.57241,11.695852,MWS
-5.630729,18.163975,21.217915,EAP
-8.080115,-5.3642955,-18.266481,MWS
-1.0234671,-23.539581,10.145499,EAP
18.64406,8.812972,2.0874624,EAP
-8.605724,-22.199495,-6.6330547,MWS
11.243947,5.014345,14.412527,MWS
-4.924516,9.058468,-12.416634,MWS
0.89713806,-2.6849368,23.655771,HPL
-24.574791,-9.191695,8.792755,MWS
17.16855,-9.288533,27.020288,EAP
-27.68617,-9.890687,0.68752277,EAP
3.9082687,-14.186867,-18.082962,MWS
7.538865,-16.968204,5.9899487,EAP
-17.488588,8.008836,-5.7164173,EAP
-1.404049,-19.751036,9.2847395,HPL
-16.279455,-11.536593,-1.27756,MWS
-11.019419,16.893614,14.714767,EAP
7.217996,-10.646143,-16.950891,HPL
8.321594,-22.228945,-6.107488,MWS
34.465897,-1.1465186,-14.57712,EAP
7.922053,-1.1423889,27.833078,EAP
9.014328,17.330254,10.167807,HPL
7.9261265,-33.479607,-4.426963,MWS
-14.094323,5.827687,2.664481,EAP
-8.075486,10.40194,17.089968,HPL
-19.654049,-2.9667,0.7410008,EAP
13.395192,-0.13853775,6.134687,EAP
1.6037536,13.113718,-9.364087,HPL
-36.70183,-4.741767,1.5019659,HPL
-8.067644,-22.333515,-12.754786,MWS
-1.5060953,-4.354076,24.21453,HPL
14.471789,12.877169,-10.95494,HPL
-8.965206,10.127508,-18.986017,MWS
18.362814,-3.4450328,3.7677376,HPL
4.6639175,-6.4444246,32.177296,EAP
14.351965,-17.443708,-15.532647,HPL
2.1490912,-9.044887,9.824994,EAP
1.3701458,-19.500826,-13.167425,HPL
-15.737616,11.026222,-7.2618294,EAP
-15.548045,-14.691735,-9.603016,MWS
-17.535837,-16.006779,11.836755,EAP
16.59889,15.853156,14.4701805,EAP
-18.071188,0.29749718,28.59644,EAP
-22.350298,23.994095,-7.320418,EAP
17.331776,-17.719234,3.6555376,EAP
16.854738,3.7642565,-7.376108,HPL
-31.55857,-14.486844,14.374135,EAP
17.847246,-6.0727043,12.698694,HPL
4.8166842,-22.610365,-11.937027,MWS
3.2979248,19.596382,-20.663668,MWS
-14.445551,21.07147,-5.6499343,EAP
-1.6758509,25.552637,-3.4253078,EAP
-7.1550727,-0.8092472,-20.624748,MWS
-22.852818,3.3207958,4.7617693,MWS
-18.935345,-14.368368,-0.6041303,MWS
5.2645116,10.764448,0.8144056,EAP
8.746382,10.763503,-3.2411237,EAP
5.0882764,12.950508,33.957672,EAP
0.39516726,-3.9749181,14.6209545,MWS
13.223885,1.5596867,23.890999,MWS
-10.088151,13.898364,8.594342,HPL
-0.5006445,2.8036904,-24.536106,MWS
-3.3414278,-23.155981,-6.628017,MWS
-9.668433,-11.514613,25.24366,EAP
-2.570904,19.536572,1.2030704,HPL
-22.667961,20.842339,12.771156,EAP
31.40675,10.251987,-10.337425,MWS
3.4652495,16.08268,17.753254,EAP
-9.944453,12.34559,-27.509502,EAP
10.13527,-19.83515,-0.5826789,MWS
-14.677885,20.33763,-23.00799,EAP
-11.595544,-13.744144,7.2361355,EAP
9.274436,-8.054126,-24.84214,EAP
24.586452,17.194424,-3.2999768,MWS
-4.3335776,-4.0443954,22.514006,MWS
5.947749,-8.958947,-4.4432883,HPL
7.2818613,24.60296,5.557916,MWS
16.468048,-7.9687324,-12.576021,HPL
-17.395708,-6.223243,5.7642956,EAP
9.961964,11.932975,9.819318,MWS
-2.5566428,17.553806,3.5271566,HPL
-1.5513287,-26.228134,0.12416559,HPL
34.514137,-2.1442015,-7.055878,HPL
17.69896,9.880391,3.233831,MWS
-0.08028965,28.91703,2.3921313,MWS
-3.3564844,-3.2747042,15.318282,MWS
25.846153,-24.627748,3.021995,EAP
-11.658346,9.844051,5.442369,HPL
-7.479462,-15.978914,24.533173,EAP
21.989067,-11.294984,2.0694697,HPL
-23.049404,-4.6888433,-12.302439,EAP
-16.104694,-13.019075,-7.80082,EAP
